MD5;ROM Serial;Name (No-Intro);is_synthetic
82E7321AFED96C7639A817DE1F88A6F8;DMG-AK5J-0;Crayon Shin-chan - Ora no Gokigen Collection (Japan) (SGB Enhanced);True
A5D383A5F6E9D61B505429257F2C44C1;DMG-K4J-0;Crayon Shin-chan - Ora to Shiro wa Otomodachi Da yo (Japan);True
9116E4FA652B09B181F547AE0E782022;DMG-COJ-0;Crayon Shin-chan 2 - Ora to Wanpaku Gokko Dazo (Japan);False
1D69E97AFF3C67471B6030C72A8833E1;DMG-HJJ-0;Crayon Shin-chan 3 - Ora no Gokigen Athletic (Japan);False
BCB3D47C291FD0A26B2C7B1082C3AD88;DMG-H9J-0;Crayon Shin-chan 4 - Ora no Itazura Daihenshin (Japan) (SGB Enhanced);True
E15A6B601C845E425F62EF2B7AED691F;DMG-CQE-0;Crystal Quest (USA);False
66C924C9F21AB1FEDDC65FA923DC1F4D;DMG-C7J-0;Cult Jump (Japan);True
2E85BBFC5BC2AAA51955F0FCBCDA0842;DMG-C5J-0;Cult Master - Ultraman ni Miserarete (Japan);True
C5858497D4E8FCFBB7221E327A0E79B5;DMG-AC8P-0;CutThroat Island (USA, Europe);False
E55ECBD33D5813FE6E9A4CA1D04E9F15;DMG-WRE-0;Cyraid (USA);True
34B3D0F0843B83E5B0E00BC3D0669793;DMG-PUE-0;Daedalian Opus (USA);True
7C9CEF32DB758D3F6B8A8A23B6902E2D;DMG-YSE-0;Daffy Duck (USA, Europe) (SGB Enhanced);False
EB4C1F70056AAC7A767E6EB790B2FA30;DMG-YSA-0;Looney Tunes Series - Daffy Duck (Japan) (SGB Enhanced);True
F1DBC21B1B8F8DCBE9A15BC9EF68FB9C;DMG-YSX-0;Daffy Duck (Europe);False
24F96821369540F25DC3768053569029;DMG-AG2J-0;Dai-2-ji Super Robot Taisen G (Japan) (SGB Enhanced);False
D3FCE7259E7768C7A6315B32A54CB32D;DMG-AMZJ-0;Daikaijuu Monogatari - The Miracle of the Zone (Japan) (SGB Enhanced);False
D20D4B7E9F7299AC1F59C3130ABB6E02;DMG-DIJ-0;Daiku no Gen-san - Ghost Building Company (Japan);False
A46DED16CDF9308ED765E857203A59E7;DMG-D9J-0;Daiku no Gen-san - Robot Teikoku no Yabou (Japan);False
8F4262923E4A4A9C4F5074841BDCE103;DMG-HDJ-0;Daisenryaku (Japan);False
849C5FE4002DD4240020E9EC84C8DC29;DMG-DNE-0;Darkman (USA, Europe);True
5C837AEBA2AA844D4CD34653D4E332EA;DMG-DCX-0;Darkwing Duck (Europe);False
7D776329212FA7CC2B00C5A46F06DD92;DMG-DCE-0;Darkwing Duck (USA);False
BDCF042BC2458768522C3CCA43C89EE1;DMG-THE-0;Days of Thunder (USA, Europe);True
FF76E39F9EA003242F0ADDA707C953F7;DMG-DHA-0;Dead Heat Scramble (Japan);True
C2212D75077638539D6AF4673B4939E6;DMG-DHE-0;Dead Heat Scramble (USA);True
2FA78F748AA9BCED4CEDD95F330C9A11;DMG-YDX-0;Dennis (Europe);True
F064BD662FDCB40A9F6926CC3BAEE116;DMG-YDE-0;Dennis the Menace (USA);False
6B371B815A02C5E90836F314B1625B21;DMG-ADSP-0;Desert Strike - Return to the Gulf (Europe) (SGB Enhanced);False
A926508282DA0B7889AB4F0947916068;DMG-ADSE-0;Desert Strike - Return to the Gulf (USA) (SGB Enhanced);True
A58F2B1A317CFB1D60B59F3875F6A9C2;DMG-FUE-0;Dexterity (USA, Europe);False
AB5F50D0E31A07E19739453BB9A2D328;DMG-DKE-0;Dick Tracy (USA);True
C4801AC17A34635FDCE973354E85FAEF;DMG-DYX-0;Dig Dug (Europe);True
9719EAADA417782A236A9D84805A512A;DMG-DYE-0;Dig Dug (USA);True
BB352209D041ED1B9F09C26E0C7AB749;DMG-AWDJ-0;Dino Breeder (Japan) (SGB Enhanced);False
FD269FC744AC60B138F8B238E0BB5C34;DMG-AWDJ-1;Dino Breeder (Japan) (Rev A) (SGB Enhanced);False
0FEF748262BF93D67036A80E23CB42D1;DMG-A2DJ-0;Dino Breeder 2 (Japan) (SGB Enhanced);False
B2023017774D88FFE82A7D1B0AF52C12;DMG-RIJ-0;Dirty Racing (Japan);False
D9C82BF67AD459F08676A1C7CB9037F3;DMG-DOJ-0;Dodge Boy (Japan);True
60E55697DA19BB160316EC290A7A7437;DMG-QDA-0;Donkey Kong (Japan, USA) (SGB Enhanced);False
4859EC2B18C4FABF489EB570C1D7D326;DMG-QDA-1;Donkey Kong (World) (Rev A) (SGB Enhanced);False
94D72BF09AA55761CFA723882DAFC131;DMG-ADDJ-0;Donkey Kong Land (Japan) (SGB Enhanced);False
89BB0D67D5AF35C2EBF09D9AEF2E34AD;DMG-YTE-0;Donkey Kong Land (USA, Europe) (SGB Enhanced);False
6E30394FD7EF4A4DC3FE1EDD9FC69F72;DMG-ADDE-0;Donkey Kong Land 2 (USA, Europe) (SGB Enhanced);False
2E46072CE2416FEB18F4BD1E9943546C;DMG-AD3P-0;Donkey Kong Land III (USA, Europe) (SGB Enhanced);False
333444E90C0BFB99C4FF89FDCB920FE4;DMG-AD3P-1;Donkey Kong Land III (USA, Europe) (Rev A) (SGB Enhanced);True
E01F6FCB9BACCA86642744FA4003B349;DMG-DEJ-0;Doraemon - Taiketsu HimitsuDougu!! (Japan);False
BBF5E9E76B28352665AFF796A13830E8;DMG-DMJ-0;Doraemon 2 - Animal Planet Densetsu (Japan);False
20B436FC3C9621EB4EE82BC3EF3687FB;DMG-ADRJ-0;Doraemon Kart (Japan) (SGB Enhanced);False
852C764440F29205099716C4500CE222;DMG-ADPJ-0;Doraemon no Game Boy de Asobouyo Deluxe 10 (Japan) (SGB Enhanced);True
C3FBE689E57E493D9E5EB8340C4EFB29;DMG-AIKJ-0;Doraemon no Study Boy 1 - Shou 1 Kokugo Kanji (Japan);False
A78457AE06F670C5EC173F8D2CA605D5;DMG-AISJ-0;Doraemon no Study Boy 2 - Shou 1 Sansuu Keisan (Japan);False
05F5F5534C0D7E8100EDF07A494F16E8;DMG-AKKJ-0;Doraemon no Study Boy 3 - Ku Ku Master (Japan);False
79444F0A72363167FC340060EB02301C;DMG-ANJJ-0;Doraemon no Study Boy 4 - Shou ni Kokugo Kanji (Japan);True
4F0349ECA35C2DBB3B810E2CA9C9C94B;DMG-ANBJ-0;Doraemon no Study Boy 5 - Shou 2 Sansuu Keisan (Japan);False
5F2EE96647B5274D343DB91F4561C628;DMG-AKNJ-0;Doraemon no Study Boy 6 - Gakushuu Kanji Master 1006 (Japan);False
0EDF8501B8C2567371AE4F8747A27D63;DMG-DDA-0;Double Dragon (Japan);False
545DE5C311259B7F7EC313A9D58CF4B4;DMG-DDE-0;Double Dragon (USA, Europe);False
469605E02EB10652F8F2AFA8C7EBFFD5;DMG-DXE-0;Double Dragon 3 - The Arcade Game (USA, Europe);False
4F3B84EB325F9162086FAC77AC577E7C;DMG-D2E-0;Double Dragon II (USA, Europe);False
FF3E6D70D42987DD7F6214067DC83AFE;DMG-DWE-0;Double Dribble - 5 on 5 (USA);True
D39462C174C7AE4E15680301DBAE1C35;DMG-YVJ-0;Double Yakuman (Japan);True
400CB2AD3D7EE30483B28F5F098A5BB7;DMG-DVJ-0;Double Yakuman II (Japan);True
78667E88A568B44115CB76DFE63A74A3;DMG-XVJ-0;Double Yakuman Junior (Japan);True
04C358CBB32898D5E8FEED8BC0FE27FF;DMG-DUJ-0;Downtown - Nekketsu Koushinkyoku - Dokodemo Daiundoukai (Japan);True
2A7D9044B9BDBC133D1A9BB5C0F9B2A1;DMG-FNX-0;Dr. Franken (Europe) (En,Fr,De,Es,It,Nl,Sv);True
C5397C3E9740264482995573628E3B9D;DMG-FNA-0;Dr. Franken (Japan);True
B6DA78085D38A8BE3EF564B9989C45D0;DMG-FNE-0;Dr. Franken (USA);True
6E2AB82A7E2348BA9753AF34F11892E4;DMG-DJX-0;Dr. Franken II (USA, Europe) (En,Fr,De,Es,It,Nl,Sv);False
0281FD8061D82472E242954513805196;DMG-VUA-0;Dr. Mario (World);False
921BDFF008475AA2C5344E1A0D110910;DMG-VUA-1;Dr. Mario (World) (Rev A);False
94135FB63D77D48D2396C60CA8823B69;DMG-CVJ-0;Dracula Densetsu (Japan);False
2BE2472951EB4E25AB0C70FDEE298130;DMG-CWJ-0;Dracula Densetsu II (Japan);False
F29D7DC8D22C317BB7C17A7BBDC24EC6;DMG-AZ2J-0;Dragon Ball Z - Gokuu Gekitouden (Japan) (SGB Enhanced);True
3D4537F6A0542F781E408BD5440D23DD;DMG-ADBJ-0;Dragon Ball Z - Gokuu Hishouden (Japan) (SGB Enhanced);True
77257C9EA85A0FDF36CBA3E2A7FB5270;DMG-DQJ-0;Dragon Slayer - Nemuri no Oukan (Japan);True
BC35DC3BF102CFA265C5C7348E674BA9;DMG-DSA-0;Dragon Slayer I (Japan);True
92E724D9AE8E6AD79442C95FE434C998;DMG-DRA-0;Dragon Tail (Japan);True
2204AECC6784AB2E6C5F063C8584E0D2;DMG-DLA-0;Dragon's Lair (Japan);True
C1AC652D62A6302D6C34814F7F703957;DMG-DLX-0;Dragon's Lair - The Legend (Europe);False
AE4FDA03378A0584D45A4735C9D6290E;DMG-DLE-0;Dragon's Lair - The Legend (USA);True
97C000E7B02914512EE05B1159371483;DMG-ADHF-0;DragonHeart (France);True
F9E94B9A134D900A3B971E206F4E826C;DMG-ADHP-0;DragonHeart (USA, Europe);False
74D96840A5C09CD88C862A5647465B81;DMG-DPX-0;Dropzone (Europe);True
C8611861AFE5D9B47043150EE2C94389;DMG-ADA-0;Druaga no Tou (Japan);False
CA7A62E5E14AAFD813BC806D0CF54117;DMG-DTX-0;DuckTales (Europe);False
9057925ED2531251D494F76D3B8BB471;DMG-DTJ-0;DuckTales (Japan);False
785441D3D75913393807B10B3194DC48;DMG-DTE-0;DuckTales (USA);True
2EEE88360AA199B7ADC9D9C6647E0809;DMG-D7X-0;DuckTales 2 (Europe);True
665B9EF961EE82EDB8DB54B3EB5152FD;DMG-Z2J-0;DuckTales 2 (Japan);True
B4E5876C5ACEDD12B62E25A12973A4AE;DMG-D7E-0;DuckTales 2 (USA);True
9810EF4294BFDE29EC0BFC6C41D2F58C;DMG-DGJ-0;Dungeon Land (Japan);False
F9A6AF7C1041424CBCBE79822D7DAB0C;DMG-DZJ-0;DX Bakenou Z (Japan);True
6496801345D1597B7DC1C27143E6B9D8;DMG-DZJ-1;DX Bakenou Z (Japan) (Rev A);True
2EB9A6891FC79CD878D8BC12D04A0790;DMG-HBX-0;Dynablaster (Europe);False
8A6963239D50B262E3579359F0A24F78;DMG-AEJP-0;Earthworm Jim (Europe);False
0D24EEFF28040FF2A8F63DE5BC8CBEA2;DMG-AEJE-0;Earthworm Jim (USA);True
DEE2448AA2314E7B3C12849A053EA079;DMG-EAA-0;Elevator Action (Japan);True
7876945A990EA94AC6B1FE5CF01BC00F;DMG-EAE-0;Elevator Action (USA, Europe);False
0A3304BDADDDADC6C6B1D7CC8425D566;DMG-YKE-0;Elite Soccer (USA) (SGB Enhanced);True
857FDAFB5ABABD641CC832CFB8FABD58;DMG-FSE-0;Extra Bases! (USA);True
3AD6A2E9C2872CD8F92D86E18332262C;DMG-F1X-0;F-1 Race (World);True
8AC5C061641B2A8B4C44B46EF693AEEF;DMG-F1A-1;F-1 Race (World) (Rev A);False
F7CAA11FCB8BE738E1FD584AC8AAD215;DMG-FZJ-0;F-1 Spirit (Japan);False
A8B74D14E66F7A3049E79CA147141D52;DMG-EGE-0;F-15 Strike Eagle (USA, Europe);True
1EE7E23AF0663DD66AF62276917974B6;DMG-FBJ-0;F1 Boy (Japan);False
2F367A3FFD68A90D45909F89ED835E2C;DMG-F5E-0;F1 Pole Position (USA, Europe);False
05BA7F165DAB1FFD49B63B4F5C704C02;DMG-FAE-0;Faceball 2000 (USA);True
1BCACE7D7315F384CD853DF51E8BBEF7;DMG-FJJ-0;Family Jockey (Japan);False
B172D8B9954D1DCF374EF99FC7CC2716;DMG-FVJ-0;Family Jockey 2 - Meiba no Kettou (Japan);False
7D99006D00431AC246817D4F61E49B59;DMG-FSJ-0;Famista (Japan);False
6F94AD4F3761BF5C6F85F28FE4FF0ED6;DMG-FDJ-0;Famista 2 (Japan);False
C24FAB661012D1CF62E030BC31CD1F69;DMG-N3J-0;Famista 3 (Japan);False
E8DB5B611F9BB6DA2FFFD9FC5A880472;DMG-F2A-0;Fastest Lap (Japan, USA);True
4D606AB4FFD5C3D3ECF914A6AF1C1F90;DMG-C6E-0;Felix the Cat (USA, Europe);False
A1B98DAD8650552A7133E786D319C95D;DMG-XPA-0;Ferrari (Japan);False
D5596FA64E5B0FF193FEEAC749B8BE88;DMG-XPE-0;Ferrari Grand Prix Challenge (USA, Europe);True
A3EE0AE53BDBDDD093304CB566A48EDA;DMG-F6A-0;Fidgetts, The (Japan);True
AC2CD2A4227B38765F23FB5B72DE6229;DMG-F6X-0;Fidgetts, The (USA, Europe) (En,Fr,De,Es,It,Nl,Sv);False
49CCE431C6AA61F97E650CFD83724F6E;DMG-AFSP-0;FIFA International Soccer (USA, Europe) (En,Fr,De,Es) (SGB Enhanced);True
3552EADA6EA2DB722FAB1048E3EC654F;DMG-A8SP-0;FIFA Road to World Cup 98 (Europe) (SGB Enhanced);False
FAACAF378B59452D81C4EF020F87DB6D;DMG-A6SP-0;FIFA Soccer '96 (USA, Europe) (En,Fr,De,Es) (SGB Enhanced);False
77F89E919DACE1F5B989E0DBEDC1AB8B;DMG-A7SP-0;FIFA Soccer '97 (USA, Europe) (SGB Enhanced);True
42B8CE5B0D54F4565BA99E02F09FE115;DMG-HRE-0;Fighting Simulator 2 in 1 (USA, Europe);False
24CD3BDF490EF2E1AA6A8AF380ECCD78;DMG-FFE-0;Final Fantasy Adventure (USA);True
2BB0DF1B672253AAA5F9CAF9AAB78224;DMG-S2E-0;Final Fantasy Legend II (USA);True
DB156BC96B528996CE1BF771195171AF;DMG-OSE-0;Final Fantasy Legend III (USA);True
D5C27FF8CB1B69CB56DF4FF170E2BAF0;DMG-SAE-0;Final Fantasy Legend, The (USA);False
C836B4B44EDCBE8A811FB10541919FE8;DMG-FIJ-0;Final Reverse (Japan);True
CFC7EDBC95E8DF5305D117C6993D5F20;DMG-F8X-0;Fire Fighter (Europe);True
0BEB67DE765EF358D50C28836A39BFB0;DMG-USE-0;Fish Dude (USA);False
C88D94A984AFDE869426694A3B992894;DMG-HKE-0;Fist of the North Star (USA);True
C27EBEBEE5A53FE6EB857747C0556111;DMG-V2A-0;Flappy Special (Japan);False
300C72AA607AAC5126DD791884233691;DMG-EFE-0;Flash, The (USA, Europe);False
6D301BBECADB7D4CD064A97751D642C5;DMG-FCJ-0;Fleet Commander VS. (Japan);True
F07ED24E96F84CE78787709F248263C8;DMG-AFNP-0;Flintstones, The (USA, Europe);True
25DFACA5120462AF05532AAF4756776A;DMG-FEE-0;Flintstones, The - King Rock Treasure Island (USA, Europe);True
F9B37FD741EE5EED62355F11AFB52BCB;DMG-FPA-0;Flipull (Japan);False
4FCC13DB8144687E6B28200387AED25C;DMG-FPE-0;Flipull (USA);True
E84971B95D5DBB25EFAF4EA89564A1A9;DMG-GSX-0;Football International (Europe);True
E273C01531ADF757CE6B3BC6D17AFEC2;DMG-AFEJ-0;Foreman for Real (Japan);True
F6C52E1DC73CFFCBCBD9958008F6DB06;DMG-AFEP-0;Foreman for Real (USA, Europe);False
A981378DA19C08597DB03F3EE02CD6D7;DMG-IYE-0;Fortified Zone (USA, Europe);False
C5B36DE3DD613B23E2AEF7FC4427E5F8;DMG-AFKP-0;Frank Thomas Big Hurt Baseball (USA, Europe);False
EA8D9E89565FF9E931118B9EA4712C29;DMG-E5X-0;Franky, Joe & Dirk... On the Tiles (Europe) (En,Fr,De,Es,It,Nl);False
F49FEF0C5CC023462D7F84286DC19976;DMG-AFTJ-0;Frisky Tom (Japan) (SGB Enhanced);True
E96273C4D399F1A9DE58702AED110B4A;DMG-HXJ-0;From TV Animation Slam Dunk - Gakeppuchi no Kesshou League (Japan) (SGB Enhanced);False
4C76F3947EC093275C65EB3932678712;DMG-AS2J-0;From TV Animation Slam Dunk 2 - Zenkoku e no Tip Off (Japan) (SGB Enhanced);True
87F730D486BDC4685BCC6E91A7124C35;DMG-FUA-0;Funny Field (Japan);False
8A7AAF3AFCD00348730C86DDC926E30A;DMG-PSJ-0;Fushigi na Blobby - Princess Blob o Sukue! (Japan);True
754398219A3AB38394CDAC543D8DEB47;DMG-AFDJ-0;Fushigi no Dungeon - Fuurai no Shiren GB - Tsukikage Mura no Kaibutsu (Japan) (SGB Enhanced);False
49F8BA40E521BB0451AC5C6C1D00AF77;DMG-AGCJ-0;Galaga & Galaxian (Japan) (SGB Enhanced);True
E5511E9A5F0C709BA25DF570EB5BE41C;DMG-AGAP-0;Game & Watch Gallery (Europe) (SGB Enhanced);False
D5081250257E0DAFCB8FE8720FCB9F28;DMG-AGAE-0;Game & Watch Gallery (USA) (SGB Enhanced);True
7727F43D66A77FE0284BF1B8FFEDE7DD;DMG-AGAE-1;Game & Watch Gallery (USA) (Rev A) (SGB Enhanced);True
42D2F65E2549BE9D1D126A6828B5D1C1;GBD-EUR-0;Game Boy Camera (USA, Europe) (SGB Enhanced);True
B6D1139FB8D57CD47F173FAEF592C813;DMG-AGGA-0;Game Boy Gallery - 5 Games in One (Europe) (SGB Enhanced);False
C25B8EBA16BB9A24DCF6339FEBC05DBE;DMG-AGAJ-0;Game Boy Gallery (Japan) (SGB Enhanced);False
5C63962225AE9F8738305DC281EBBFB0;DMG-AGAU-0;Game Boy Gallery 2 (Australia) (SGB Enhanced);False
3E35ECE810EAA26BB027A18F58CF6DBA;DMG-AGIJ-0;Game Boy Gallery 2 (Japan) (SGB Enhanced);False
1EC4506AEF73C1BE2412B39D2BA3681C;DMG-GWJ-0;Game Boy Wars (Japan);False
C10A76A601EA375593F1CB944C3365E7;DMG-AGWJ-0;Game Boy Wars Turbo (Japan) (SGB Enhanced);True
9CCC41FE3FB0AC407440CB8EA9FB3D0A;DMG-AGXJ-0;Game Boy Wars Turbo - Famitsu Version (Japan) (SGB Enhanced);True
FDD228F59EE0EB8B162054A330039B0A;DMG-ATAJ-0;Game de Hakken!! Tamagotchi (Japan) (SGB Enhanced);False
3488999B749038EFA076EA7B2FCC99BC;DMG-AOMJ-0;Game de Hakken!! Tamagotchi - Osutchi to Mesutchi (Japan) (SGB Enhanced);True
D57EEED4D5DEDE4B9AEFD15C4C703113;DMG-AT3J-0;Game de Hakken!! Tamagotchi 2 (Japan) (SGB Enhanced);False
8AA55E4347527C8780243BC6AE3D7E02;DMG-GHE-0;Game of Harmony, The (USA);True
88C33C0FC3DBDC848B9BE604CDDA5744;DMG-AGMJ-0;Gamera - Daikaijuu Kuuchuu Kessen (Japan) (SGB Enhanced);True
853B7EF83C8DC9DEA361303766FEA360;DMG-AGDJ-0;Ganbare Goemon - Kurofunetou no Nazo (Japan) (SGB Enhanced);True
63C858BE7CC05E2CB7A8D3CCDDCE5DFF;DMG-GCJ-0;Ganbare Goemon - Sarawareta Ebisumaru (Japan);False
A60DF6AEB6820683805BE1717097FCA8;DMG-YMJ-0;Ganso!! Yancha Maru (Japan);True
49BCB33470DF757847EEF5E170C9B6BD;DMG-L4X-0;Garfield Labyrinth (Europe);False
63E3F5F4B90F17BDF6D2F2AED515E248;DMG-RAE-0;Gargoyle's Quest (USA, Europe);False
CDCA15CFD1645C02FE1CC327B772264E;DMG-G2E-0;Gauntlet II (USA, Europe);False
F97902058640F3700B5ACFF422969BA3;DMG-OFJ-0;GB Basketball (Japan);False
CCB0D2A704C3EC24A0BBD78FCDFAD4DD;DMG-GKJ-0;GB Genjin (Japan);True
B6D07D6830C8517AA96B000D9F3B2BF6;DMG-RJJ-0;GB Genjin 2 (Japan) (SGB Enhanced);True
E6E405968FACE6A00ABF3ABF8514E9DE;DMG-R9J-0;GB Genjin Land - Viva! Chikkun Oukoku (Japan);True
7FED5D5E548D9A4C1F61A47F1A6692A9;DMG-IPJ-0;GB Pachi-Slot Hisshouhou! Jr (Japan);False
5EB0CC0785ADBC6AD8C1DFA09FE4A692;DMG-AKAJ-0;GBKiss Mini Games (Japan);True
16AF858484041D572299B501EAD2B788;DMG-G8E-0;Gear Works (USA, Europe);False
D76CA0B687C813464743967C26B03278;DMG-AKTJ-0;Gegege no Kitarou - Youkai Souzoushu Arawaru! (Japan) (SGB Enhanced);False
255BCA32093336CCBACDD185951C8727;DMG-APZJ-0;Gekitou Power Modeller (Japan) (SGB Enhanced);False
75963DD8E91147452BFA88F0D608D554;DMG-GEJ-0;Gem Gem (Japan);True
E6E0B97C6A3B80AB2E0A323E3D21A137;DMG-AG3J-0;Genjin Collection (Japan) (SGB Enhanced);False
B90369597FE5E986AF4C1C31AD655F86;DMG-AGKJ-0;Genjin Cottsu (Japan) (SGB Enhanced);True
837F3B25D5864B631DFF52E0F2B8CBD3;DMG-G4J-0;Genki Bakuhatsu Gambaruger (Japan);True
8A4245CBEB1D6400B4CB586790400B60;DMG-JKE-0;George Foreman's KO Boxing (USA, Europe);False
033C219483EC7766517C94635B3A43F8;DMG-AGEE-0;Getaway, The (USA);True
4067F70F9DEF39CEB49A258540CE3D66;DMG-GBA-0;Ghostbusters II (Japan);False
0841A527B116A52AD26DE023B20B1A42;DMG-GBE-0;Ghostbusters II (USA, Europe);False
894DC0498B1527DEDDF7C6FCC75A6B25;DMG-GIJ-0;GI King! - Sanbiki no Yosouya (Japan);False
49EFF735E839F8A57F75AFCBF2C11AE4;DMG-GGA-0;Ginga - Card & Puzzle Collection (Japan) (En,Ja);False
060CAA70249D12DA3CF53D6D48323B08;DMG-WFD-0;Gluecksrad (Germany);False
D6665854FDFE6D6D34C03B56D641D193;DMG-ACKJ-0;Go Go Ackman (Japan) (SGB Enhanced);False
25693D62F14011ED543A273E34E92CE5;DMG-AJHJ-0;Go! Go! Hitchhike (Japan) (SGB Enhanced);False
D7BC88E01B7722082B3A5AE729DE170E;DMG-GTA-0;Go! Go! Tank (Japan);False
23824D72928A05E9FCF052D42F3C91C6;DMG-GTE-0;Go! Go! Tank (USA);True
613C2336E19EA8F958F66C3E7DFEF3C5;DMG-JVX-0;Goal! (Europe);True
009AEA0AC7F214FF6F3C8C070D4A6421;DMG-JVE-0;Goal! (USA);True
52E110882A9F42C8B5C97489A29005F5;DMG-GXJ-0;God Medicine - Fantasy Sekai no Tanjou (Japan);True
4057131CB9CEDFB2FCDBC36904E7896D;DMG-AGHJ-0;God Medicine - Fukkokuban (Japan) (SGB Enhanced);True
E83411ADCCF5266F2DEB263E67B68BC1;DMG-GZE-0;Godzilla (USA, Europe);False
259AA674AC5634E47A642D024CFBDC66;DMG-GZJ-0;Gojira-kun (Japan);True
6175A5EF55A1998944267E75D8EBF79D;DMG-GOA-0;Golf (World);False
4B49017D182635C587EF2E3001769785;DMG-AGFP-0;Golf Classic (Europe) (SGB Enhanced);True
6A10EB4A1D02D21C0B2A865D464246C3;DMG-AQ2J-0;Goukaku Boy Series - 99 Nendo Ban Eitango Center 1500 (Japan);True
CC6419598044961237496D3AF7F18D58;DMG-AJ5J-0;Goukaku Boy Series - Eijukugo Target 1000 (Japan);False
1BFC3E94193D95C4E1145FD6CBF8FD1B;DMG-AE2J-0;Goukaku Boy Series - Eiken 2kyuu Level no Kaiwa Hyougen 333 (Japan);True
75143DC6628B92B1EAAF72B39891506C;DMG-AT2J-0;Goukaku Boy Series - Eitango Target 1900 (Japan);False
290BE7FD63076E4373F322900542C1B1;DMG-AK7J-0;Goukaku Boy Series - Gakken - Kanyouku Kotowaza 210 (Japan);True
3701CF0841B45C7B2C546FC4E303AAF1;DMG-AR3J-0;Goukaku Boy Series - Gakken - Rekishi 512 (Japan);False
B2C2367B5A3E6A483C147DEBEC006508;DMG-AY3J-0;Goukaku Boy Series - Gakken - Yojijukugo 288 (Japan);False
7D3BFF19F269A9B0C52338CCD0E654AE;DMG-AY3J-1;Goukaku Boy Series - Gakken - Yojijukugo 288 (Japan) (Rev A);False
D8F049E77238C17C5A91AEF2BF300180;DMG-AG4J-0;Goukaku Boy Series - Kirihara Shoten Hinshutsu Eibunpou Gohou Mondai 1000 (Japan);True
B4981DDAB0CB1574701E7F1DAE333861;DMG-AD2J-0;Goukaku Boy Series - Koukou Nyuushi Derujun - Chuugaku Eijukugo 350 (Japan);False
996F21D850FA8D9B8B15205493976650;DMG-AB4J-0;Goukaku Boy Series - Koukou Nyuushi Derujun - Chuugaku Eitango 1700 (Japan);False
230B96E98D05CF0385CFAA5B75F1735C;DMG-AG6J-0;Goukaku Boy Series - Koukou Nyuushi Derujun - Kanji Mondai no Seifuku (Japan);True
F98A6CE8E8065E351693098E906BD32E;DMG-AH2J-0;Goukaku Boy Series - Koukou Nyuushi Derujun - Rekishi Nendai Anki Point 240 (Japan);True
DE64A15FB90FAE1C179A0D32A5EB1390;DMG-AS3J-0;Goukaku Boy Series - Koukou Nyuushi Derujun - Rika Anki Point 250 (Japan);False
E22A670567858F46060C047DEFA01818;DMG-AN3J-0;Goukaku Boy Series - Nihonshi Target 201 (Japan);False
D4088D3239A9291E4E7BDB2119AD7708;DMG-BS4J-0;Goukaku Boy GOLD - Shikakui Atama o Maruku Suru - Joushiki no Sho (Japan) (Imagineer);True
E0B9DD8E504EC8E44D15B2BD0D8901A6;DMG-BK4J-0;Goukaku Boy GOLD - Shikakui Atama o Maruku Suru - Kanji no Tatsujin (Japan) (Imagineer);False
1905FF1A339E777237EDC66B59969F4C;DMG-BC4J-0;Goukaku Boy GOLD - Shikakui Atama o Maruku Suru - Keisan no Tatsujin (Japan);False
DDCE618F0A986B96960BC5F6F69E3415;DMG-AJ6J-0;Goukaku Boy Series - Shikakui Atama o Maruku Suru - Kokugo Battle Hen (Japan) (Imagineer);False
5AA4ECE6D3FD99E7CE0682B92C55D25B;DMG-BD4J-0;Goukaku Boy GOLD - Shikakui Atama o Maruku Suru - Nanmon no Sho (Japan);False
B8AD678F5F1E8A7F498B04A6257B3108;DMG-AE8J-0;Goukaku Boy Series - Shikakui Atama o Maruku Suru - Rika Battle Hen (Japan) (Imagineer);False
833C2C1990EAB0F9F09A6471FFEB24DE;DMG-AF3J-0;Goukaku Boy Series - Shikakui Atama o Maruku Suru - Sansuu Battle Hen (Japan) (Imagineer);False
1C04158B8C2408523620E73D88B0D8D5;DMG-AK8J-0;Goukaku Boy Series - Shikakui Atama o Maruku Suru - Shakai Battle Hen (Japan) (Imagineer);False
2E5943F9E984FA4AED26542EACF2D9F4;DMG-AM5J-0;Goukaku Boy Series - Shikakui Atama o Maruku Suru - Suuji de Asobou Sansuu Hen (Japan);False
20477830FCDBE53EBAE93A2AE90C72C9;DMG-AM5J-1;Goukaku Boy Series - Shikakui Atama o Maruku Suru - Suuji de Asobou Sansuu Hen (Japan) (Rev A);True
0482EFB6AFA8EF213F7FE92510CA3ADE;DMG-BZ4J-0;Goukaku Boy GOLD - Shikakui Atama o Maruku Suru - Zukei no Tatsujin (Japan);False
4CFA25F0CC297FD5F98FAA1DDAE083F0;DMG-AN4J-0;Goukaku Boy Series - Yamakawa Ichimonittou - Nihonshi B Yougo Mondaishuu (Japan);False
51DE6F0697D2BBC53CCB5727DCDC884B;DMG-AW4J-0;Goukaku Boy Series - Yamakawa Ichimonittou - Sekaishi B Yougo Mondaishuu (Japan);True
7E05D529985B34741BF1C8B909C96D8A;DMG-AJ3J-0;Goukaku Boy Series - Z Kai (Reibun de Oboeru) Chuugaku Eitango 1132 (Japan);False
B55A747B3674C0C330C143EE715B1A6A;DMG-AP7J-0;Goukaku Boy Series - Z Kai (Reibun de Oboeru) Kyuukyoku no Kobun Tango (Japan);False
